id,nazev,cena_kc,lokalita,lat,lon,plocha_m2,zdroj,photo_url,photo_path,skola_m,park_m,mhd_m,lekarna_m,supermarket_m
sr_2258817868,Pronájem bytu 3+kk 91 m² (Podkrovní),16500,"Polní, Kamenný Újezd",48.894028,14.454254,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5CFdAHFUNGHESu2/db04.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2258817868.jpg,3723.6,1490.5,708.9,,2633.8
sr_691028812,Pronájem bytu 1+1 52 m² (Jednopodlažní),8000,"Jateční, Teplice",50.641457,13.814664,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CoHumPcVGM9qyU/1596.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_691028812.jpg,2423.0,2782.6,106.0,476.4,507.7
sr_1208238924,Pronájem bytu 2+1 53 m²,19000,"Buková, Praha 3 - Žižkov",50.089649,14.495878,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtzYqGRUEGPyfbS/5011.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1208238924.jpg,453.1,187.9,302.5,338.4,236.9
sr_2550416204,Pronájem bytu 3+kk 68 m² (Jednopodlažní),26500,"Žilkova, Brno - Řečkovice",49.254898,16.573586,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CNPfpVsJGPPEZg/767f.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2550416204.jpg,1159.8,501.9,96.4,887.7,1008.1
sr_293815116,Pronájem bytu 1+1 46 m²,15500,"Pod Homolkou, Beroun - Beroun-Město",49.959488,14.052651,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWLrlL5sGK0P04/c7ec.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_293815116.jpg,1200.9,827.1,124.4,628.8,352.7
sr_1411765068,Pronájem bytu 1+1 35 m²,7000,"Kosmonautů, Sokolov",50.172958,12.665634,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtzYqGQLIGPO5vU/db32.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1411765068.jpg,3297.1,99.3,131.1,284.4,82.0
sr_956580684,Pronájem bytu 2+1 42 m² (Jednopodlažní),25900,"Zengrova, Praha 6 - Dejvice",50.108288,14.385636,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBRc2UDg7GPO7OC/69a5.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_956580684.jpg,339.2,374.9,199.4,354.4,228.4
sr_151274316,Pronájem bytu 1+kk 28 m²,18000,"Jemnická, Praha 4 - Michle",50.048973,14.457709,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CFdAHTkWGPO3FD/4973.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_151274316.jpg,978.6,448.1,61.9,223.6,210.9
sr_1859535692,Pronájem bytu 2+kk 45 m²,13200,"Sušická, Plzeň - Božkov",49.733173,13.413767,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDrxR2OEyGOS16q/5d8f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1859535692.jpg,797.1,569.4,23.4,913.9,615.7
sr_503595852,Pronájem bytu 2+1 51 m²,20000,"Zvonková, Praha 10 - Záběhlice",50.055321,14.505401,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDrxR2P7sGPOwvl/e749.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_503595852.jpg,1211.7,167.0,123.1,886.1,294.1
sr_2783646540,Pronájem bytu 3+kk 96 m² (Jednopodlažní),35000,"Vinohradská, Praha 10 - Strašnice",50.077747,14.486946,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CDciVTViGOMZiq/8188.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2783646540.jpg,861.2,400.8,94.6,360.0,9.1
sr_3724821324,Pronájem bytu 2+kk 68 m² (Mezonet),17000,"Valchařská, Brno - Husovice",49.214252,16.638287,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtzYqGQCEGPOpjP/74ae.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3724821324.jpg,488.4,290.0,107.3,276.0,88.2
sr_788808524,Pronájem bytu 3+1 69 m²,13000,"V Rámech, Havlíčkův Brod",49.605492,15.57671,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CGpNZSi6GPOojQ/f163.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_788808524.jpg,291.7,276.5,160.3,208.4,247.0
sr_921260876,Pronájem bytu 2+kk 56 m²,15000,"Ostrava, okres Ostrava-město",49.834644,18.282043,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_A/nPVpfd5QLLBPLz5Jz2F7rLDk/244d.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_921260876.jpg,845.9,406.6,55.3,341.5,333.6
sr_618754892,Pronájem bytu 2+1 55 m²,9000,"Třinec, okres Frýdek-Místek",49.677639,18.670784,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDrxR2P71GPPjen/0c66.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_618754892.jpg,571.3,321.7,259.5,314.1,214.5
sr_563499852,Pronájem bytu 2+1 45 m²,11500,"Habrová, Třinec - Dolní Líštná",49.679153,18.681068,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtBwNESIx8GHnejY/1b6c.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_563499852.jpg,816.2,475.3,292.2,854.0,113.2
sr_825705292,Pronájem bytu 1+1 36 m²,7200,"Elišky Krásnohorské, Havířov - Podlesí",49.772301,18.446699,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtCDcb5MW2GNgacj/85d3.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_825705292.jpg,696.5,714.4,185.7,170.2,147.9
sr_3320009548,Pronájem bytu 2+1 98 m²,97000,"Na Kampě, Praha 1 - Malá Strana",50.087074,14.408896,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtCDcb5HBIGI6uIZ/21b3.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3320009548.jpg,319.4,255.8,315.7,510.0,56.2
sr_3123069772,Pronájem bytu 1+kk 36 m²,7900,"Školní, Těrlicko - Horní Těrlicko",49.751732,18.479996,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CoHumQ3IGOEQdW/cd86.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3123069772.jpg,828.3,1555.6,234.6,265.9,262.9
sr_758207308,Pronájem bytu 2+kk 62 m² (Jednopodlažní),18600,"Kloučkova, Rakovník - Rakovník II",50.092838,13.730861,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/nCTUX1iX5Do9kXBKPGCIXj9/59c3.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_758207308.jpg,1433.5,1666.0,223.1,1049.8,284.6
sr_1961972556,Pronájem bytu 1+kk 38 m²,10500,"Zašová, okres Vsetín",49.488274,18.039541,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/kcHp2YdDtCDcb5CmSGCZjfQ/e495.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1961972556.jpg,5991.6,887.1,365.9,,4992.1
sr_300176204,Pronájem bytu 1+kk 28 m² (Jednopodlažní),11000,"Pospíšilova, Valašské Meziříčí",49.470356,17.971691,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtBwNESGwDGFcWfd/3d07.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_300176204.jpg,171.5,290.5,219.9,77.5,245.9
sr_4293608268,Pronájem bytu 2+kk 70 m² (Jednopodlažní),26000,"Mezi Vodami, Praha 4 - Modřany",50.017788,14.400414,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtDrxR2EjHGF9uJm/2f61.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4293608268.jpg,885.4,695.3,167.5,959.0,714.2
sr_3615900492,Pronájem bytu 1+kk 28 m²,10000,"Rudolfovská tř., České Budějovice - České Budějovice 6",48.97184,14.479766,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5NQmGON3bW/2361.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3615900492.jpg,393.1,643.4,130.1,82.7,268.5
sr_537023308,Pronájem bytu 1+kk 28 m²,24000,"Krymská, Praha 10 - Vršovice",50.071461,14.450006,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CDciVJ60GI6pDT/0c48.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_537023308.jpg,174.1,829.9,81.7,487.8,66.8
sr_201605964,Pronájem bytu 2+kk 48 m²,15000,"Valchařská, Brno - Husovice",49.214252,16.638287,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CNPfpVqxGPOWTK/f72b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_201605964.jpg,488.4,290.0,107.3,276.0,88.2
sr_1570636620,Pronájem bytu 2+kk 60 m²,17000,"Stará Louka, Karlovy Vary",50.221275,12.880523,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p7_B/kOzkBkwYBTqAqfNggFcxZSd/768d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1570636620.jpg,730.2,295.0,116.3,119.9,132.5
sr_3171173196,Pronájem bytu 3+1 71 m²,29900,"Vodárenská, Praha 4 - Podolí",50.058376,14.420282,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDgLT0O7uGPN7Wf/6b5a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3171173196.jpg,613.8,135.3,7.5,105.3,91.3
sr_1912881996,Pronájem bytu 1+1 36 m²,12500,"J. Opletala, České Budějovice - České Budějovice 2",48.979088,14.445532,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBwNESU3SGPN4es/d59b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1912881996.jpg,199.6,230.1,189.5,393.0,317.0
sr_746541900,Pronájem bytu 2+kk 44 m²,26000,"Hartigova, Praha 3 - Žižkov",50.090382,14.46886,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtCDcb5D1HGEwGvk/2bb6.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_746541900.jpg,686.6,423.5,35.0,94.4,87.6
sr_758661964,Pronájem bytu 4+kk 78 m²,30000,"Oty Bubeníčka, Praha 10 - Uhříněves",50.029797,14.596568,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtDgLT0FdqGHU3v2/1867.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_758661964.jpg,526.8,843.3,85.1,209.3,166.5
sr_2449752908,Pronájem bytu 1+1 36 m²,8800,"Náchodská, Tábor",49.424789,14.656164,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtEDuRmUAmGPNwY2/17ec.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2449752908.jpg,1071.4,693.5,362.1,662.3,649.7
sr_3510203212,Pronájem bytu 4+1 282 m² (Mezonet),96000,"Ibsenova, Praha - Vinohrady",50.076439,14.436753,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_D/nPVpfd5QLLDhCZlG66F4UXGF/ceda.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3510203212.jpg,320.7,467.1,100.1,253.1,74.9
sr_3705295692,Pronájem bytu 2+1 70 m²,25000,"Na spojce, Praha 10 - Vršovice",50.067539,14.456297,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5BWZuTDWMGEv86h/d43e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3705295692.jpg,466.1,208.9,118.1,185.1,26.3
sr_686515020,Pronájem bytu 2+1 88 m²,22000,"Masná, Brno - Trnitá",49.184547,16.62624,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtzYqGO3GGOnlei/50f5.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_686515020.jpg,663.4,180.1,141.3,627.9,621.4
sr_3113767756,Pronájem bytu 2+kk 70 m²,23000,"Strž, Brno - Štýřice",49.17849,16.590767,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5BWZuTRtxGOnyr7/137d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3113767756.jpg,683.7,274.6,340.0,370.8,392.5
sr_1669686092,Pronájem bytu 2+kk 66 m²,37000,"Lidická, Brno - Brno-střed",49.202999,16.607002,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCJexHQ2mGPNnKU/17c8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1669686092.jpg,44.8,399.9,20.5,67.9,35.9
sr_2642826060,Pronájem bytu 1+kk 30 m²,17000,"Fryčajova, Brno - Obřany",49.237549,16.64649,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CNPfpVmUGPMF5X/c71c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2642826060.jpg,804.6,288.5,246.9,835.1,1162.4
sr_50611020,Pronájem bytu 4+kk 106 m² (Mezonet),40000,"Úhonice, okres Praha-západ",50.043346,14.186219,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CGpNZSoBGPO82K/53a3.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_50611020.jpg,2854.3,272.1,139.3,3364.4,159.5
sr_1392788300,Pronájem bytu atypické 150 m²,59900,"Mostecká, Praha 1 - Malá Strana",50.087406,14.405248,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5BWZuTTIHGPNhHH/4fcb.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1392788300.jpg,381.6,369.5,61.3,259.4,27.1
sr_3484902220,Pronájem bytu 2+kk 51 m²,17000,"Keřová, Brno - Žebětín",49.203323,16.483212,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/kcHp2YdDtCJexHC0lGCDmrp/1ae7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3484902220.jpg,1929.5,95.6,329.1,485.2,439.4
sr_1693274956,Pronájem bytu 2+kk 63 m² (Jednopodlažní),25500,"V mezihoří, Praha 8 - Libeň",50.102158,14.478757,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBM3KVQqxGP2XGm/4333.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1693274956.jpg,985.1,492.3,244.0,454.5,146.4
sr_3489940300,Pronájem bytu 1+kk 32 m²,13500,"Josefa Bublíka, Pardubice - Trnová",50.052372,15.752499,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5BWLrlUFBGPNYym/2ca6.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3489940300.jpg,582.8,231.6,208.1,485.1,455.7
sr_553927500,Pronájem bytu 1+kk 35 m² (Podkrovní),14500,"Hlavní, Brno - Komín",49.217281,16.561394,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CGpNZSiXGPNWXC/1528.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_553927500.jpg,338.5,358.5,98.0,613.4,513.7
sr_1896104780,Pronájem bytu 1+kk 45 m²,13000,"Tomáškova, Brno",49.198685,16.630768,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5DwDWzVi8GPNR1T/9993.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1896104780.jpg,759.8,642.2,74.1,348.4,250.5
sr_906249036,Pronájem bytu 3+kk 109 m²,41995,"V Třešňovce, Praha 9 - Hrdlořezy",50.094578,14.501189,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5OzlGPNJ8n/44cb.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_906249036.jpg,310.5,73.9,331.9,201.5,223.3
sr_4010988364,Pronájem bytu 3+kk 133 m² (Podkrovní),59900,"Bolzanova, Praha 1 - Nové Město",50.085979,14.435782,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_A/nCTUX1iX5Do9kXBZYF9CyXG/19cb.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4010988364.jpg,384.2,702.4,20.9,332.0,141.3
sr_299262796,Pronájem bytu 6 pokojů a více 255 m²,100000,"Ibsenova, Praha - Vinohrady",50.076439,14.436753,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_D/kY1K2LlXQJGqr9eF4UwUM/51b5.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_299262796.jpg,320.7,467.1,100.1,253.1,74.9
sr_2481062732,Pronájem bytu 2+1 54 m² (Jednopodlažní),11000,"sídl. Svobody, Prostějov",49.468807,17.093109,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p7_B/kOzkBkwYBTDPt7SOKAFfUU3U/375b.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2481062732.jpg,1510.1,738.7,265.5,360.9,407.6
sr_2649432908,Pronájem bytu 3+kk 123 m²,34400,"Pod hájovnou, Praha 6 - Nebušice",50.106689,14.321335,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtDgLT0EAZGExt4X/d17f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2649432908.jpg,1310.3,906.2,580.4,711.8,587.1
sr_2919981900,Pronájem bytu 2+kk 42 m² (Jednopodlažní),22000,"Fabiánové, Praha 5 - Hlubočepy",50.031467,14.364077,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_B/nPVpfd5QLLBPLz5ZkFvhFgy/4cce.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2919981900.jpg,434.7,1161.6,182.5,783.7,73.8
sr_463848780,Pronájem bytu 1+kk 66 m²,1,"Holečkova, Praha 5 - Smíchov",50.073723,14.393482,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_A/kcHp2YdDtBM3KV8nF9B36F/5ffa.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_463848780.jpg,329.5,505.4,125.7,360.7,96.2
sr_2087256908,Pronájem bytu 2+kk 49 m²,19500,"Běhounská, Brno - Brno-město",49.196457,16.609072,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_A/kcHp2YdDtJj1UWAF7yuyn/5e52.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2087256908.jpg,301.7,317.8,102.3,83.4,67.5
sr_2275099468,Pronájem bytu 2+1 84 m²,18000,"Havlíčkova, Kralupy nad Vltavou",50.241043,14.315129,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/kcHp2YdDtEDuRmGNSGGGyAC/c966.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2275099468.jpg,807.8,988.6,191.0,226.0,219.7
sr_2265203532,Pronájem bytu 2+kk 52 m²,21500,"Zahradníčkova, Praha 5 - Košíře",50.069092,14.35071,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtCDcb5OzbGPMgmN/33ae.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2265203532.jpg,770.5,639.9,218.1,576.8,338.1
sr_3425383244,Pronájem bytu 2+kk 76 m²,39000,"Jankovcova, Praha 7 - Holešovice",50.109131,14.4534,,sreality,"https://d18-a.sdn.cz/d_18/c_img_oe_D/kOzmiQlmfoQAuLEGBEsef1G/a63b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3425383244.jpg,71.9,400.1,71.3,525.1,235.6
sr_2587317068,Pronájem bytu 2+kk 60 m²,18000,"Řehořova, Brno - Černovice",49.184223,16.63382,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/kcHp2YdDtJj1UD8uGDJhid/4d8f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2587317068.jpg,1123.7,534.2,202.1,374.0,194.8
sr_3011986252,Pronájem bytu 1+1 41 m²,13000,"Sladkovského, Pardubice - Zelené Předměstí",50.035934,15.773208,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5BWLrlRfKGOKaQC/c384.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3011986252.jpg,226.5,96.8,75.3,105.5,70.2
sr_395789132,Pronájem bytu 1+kk 27 m²,14000,"Českolipská, Praha 9 - Střížkov",50.12421,14.496564,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5CDciVTSDGOKaXu/091c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_395789132.jpg,266.8,299.5,263.4,271.5,109.1
sr_1141130060,Pronájem bytu 2+1 60 m²,15550,"Leoše Janáčka, Jihlava",49.398315,15.576107,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtBRc2UDeXGPMNoo/7113.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1141130060.jpg,655.4,88.4,171.8,273.4,210.0
sr_2474459980,Pronájem bytu 2+kk 47 m² (Jednopodlažní),23800,"Nad Rokoskou, Praha 8 - Libeň",50.11895,14.454506,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtBwNESMFeGJh7Jk/b704.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2474459980.jpg,860.4,605.3,232.5,353.3,375.4
sr_1637897036,Pronájem bytu 2+kk 48 m²,20000,"V domově, Praha 3 - Žižkov",50.092663,14.47925,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5DwDWzJAoGI6jmn/96a8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1637897036.jpg,132.0,278.8,129.7,449.0,84.0
sr_419025740,Pronájem bytu 3+1 70 m²,10000,"Verušičky, okres Karlovy Vary",50.141537,13.174279,,sreality,"https://d18-a.sdn.cz/d_18/c_img_od_C/nPSV1TXV2nD0mTJBmMEaYuny/5948.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_419025740.jpg,,2611.1,70.7,,
sr_84165452,Pronájem bytu 2+kk 52 m² (Jednopodlažní),23000,"Pod Harfou, Praha - Vysočany",50.103973,14.508141,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtzYqGQDwGPL6Xs/385e.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_84165452.jpg,360.8,471.7,174.9,884.3,158.1
